package,file_path,file_name,vulnerability_status,label
python-packages-1757595213589,source\pip\_vendor\urllib3\util\proxy.py,proxy.py,0.9998434782028198,malicious
python-packages-1757595213589,source\pip\_internal\operations\build\build_tracker.py,build_tracker.py,0.9998433589935303,malicious
python-packages-1757595213589,source\pip\_internal\req\req_install.py,req_install.py,0.9998433589935303,malicious
python-packages-1757595213589,source\pip\_vendor\rich\default_styles.py,default_styles.py,0.9998433589935303,malicious
python-packages-1757595213589,source\pip\_vendor\requests\structures.py,structures.py,0.9998428821563721,malicious
python-packages-1757595213589,source\pip\_vendor\tomli\_re.py,_re.py,0.9998428821563721,malicious
python-packages-1757595213589,source\pip\_vendor\rich\prompt.py,prompt.py,0.9998425245285034,malicious
python-packages-1757595213589,source\pip\_internal\operations\check.py,check.py,0.9998424053192139,malicious
python-packages-1757595213589,source\pip\_vendor\packaging\metadata.py,metadata.py,0.9998420476913452,malicious
python-packages-1757595213589,source\pip\_internal\cli\parser.py,parser.py,0.9998419284820557,malicious
python-packages-1757595213589,source\pip\_vendor\pygments\__init__.py,__init__.py,0.9998416900634766,malicious
python-packages-1757595213589,source\pip\_vendor\pygments\formatters\__init__.py,__init__.py,0.999841570854187,malicious
python-packages-1757595213589,source\pip\_vendor\rich\console.py,console.py,0.999841570854187,malicious
python-packages-1757595213589,source\pip\_vendor\urllib3\util\retry.py,retry.py,0.999841570854187,malicious
python-packages-1757595213589,source\pip\_internal\configuration.py,configuration.py,0.9998414516448975,malicious
python-packages-1757595213589,source\pip\_vendor\msgpack\ext.py,ext.py,0.9998412132263184,malicious
python-packages-1757595213589,source\pip\_vendor\rich\pretty.py,pretty.py,0.9998412132263184,malicious
python-packages-1757595213589,source\pip\_internal\resolution\resolvelib\candidates.py,candidates.py,0.9998410940170288,malicious
python-packages-1757595213589,source\pip\_vendor\rich\style.py,style.py,0.9998410940170288,malicious
python-packages-1757595213589,source\pip\_vendor\urllib3\contrib\_appengine_environ.py,_appengine_environ.py,0.9998410940170288,malicious
python-packages-1757595213589,source\pip\_internal\metadata\__init__.py,__init__.py,0.9998409748077393,malicious
python-packages-1757595213589,source\pip\_internal\operations\build\wheel_legacy.py,wheel_legacy.py,0.9998408555984497,malicious
python-packages-1757595213589,source\pip\_vendor\rich\_ratio.py,_ratio.py,0.9998408555984497,malicious
python-packages-1757595213589,source\pip\_vendor\pygments\style.py,style.py,0.9998407363891602,malicious
python-packages-1757595213589,source\pip\_vendor\urllib3\contrib\appengine.py,appengine.py,0.9998407363891602,malicious
python-packages-1757595213589,source\pip\_internal\cli\spinners.py,spinners.py,0.9998406171798706,malicious
python-packages-1757595213589,source\pip\_vendor\packaging\_elffile.py,_elffile.py,0.999840259552002,malicious
python-packages-1757595213589,source\pip\_internal\commands\help.py,help.py,0.9998401403427124,malicious
python-packages-1757595213589,source\pip\_vendor\rich\abc.py,abc.py,0.9998399019241333,malicious
python-packages-1757595213589,source\pip\_internal\commands\check.py,check.py,0.9998396635055542,malicious
python-packages-1757595213589,source\pip\_internal\metadata\importlib\_compat.py,_compat.py,0.9998396635055542,malicious
python-packages-1757595213589,source\pip\_vendor\pygments\console.py,console.py,0.9998396635055542,malicious
python-packages-1757595213589,source\pip\_vendor\rich\emoji.py,emoji.py,0.9998396635055542,malicious
python-packages-1757595213589,source\pip\_internal\exceptions.py,exceptions.py,0.9998393058776855,malicious
python-packages-1757595213589,source\pip\__main__.py,__main__.py,0.9998390674591064,malicious
python-packages-1757595213589,source\pip\_internal\network\utils.py,utils.py,0.9998390674591064,malicious
python-packages-1757595213589,source\pip\_internal\operations\build\metadata_legacy.py,metadata_legacy.py,0.9998390674591064,malicious
python-packages-1757595213589,source\pip\_vendor\rich\_inspect.py,_inspect.py,0.9998390674591064,malicious
python-packages-1757595213589,source\pip\_internal\cache.py,cache.py,0.9998389482498169,malicious
python-packages-1757595213589,source\pip\_internal\resolution\resolvelib\factory.py,factory.py,0.9998389482498169,malicious
python-packages-1757595213589,source\pip\_vendor\rich\protocol.py,protocol.py,0.9998387098312378,malicious
python-packages-1757595213589,source\pip\_internal\commands\completion.py,completion.py,0.9998384714126587,malicious
