file_path,file_name,malicious_status,malicious_probability
source\python-packages-1757595213589\source\pip\_vendor\platformdirs\macos.py,macos.py,benign,0.05412977561354637
source\python-packages-1757595213589\source\pip\_vendor\platformdirs\unix.py,unix.py,benign,0.031748346984386444
source\python-packages-1757595213589\source\pip\_vendor\platformdirs\version.py,version.py,benign,0.09043470770120621
source\python-packages-1757595213589\source\pip\_vendor\platformdirs\windows.py,windows.py,benign,0.053438011556863785
source\python-packages-1757595213589\source\pip\_vendor\platformdirs\__init__.py,__init__.py,benign,0.013552379794418812
source\python-packages-1757595213589\source\pip\_vendor\platformdirs\__main__.py,__main__.py,malicious,0.5528577566146851
source\python-packages-1757595213589\source\pip\_vendor\pygments\console.py,console.py,benign,0.021051207557320595
source\python-packages-1757595213589\source\pip\_vendor\pygments\filter.py,filter.py,benign,0.008283089846372604
source\python-packages-1757595213589\source\pip\_vendor\pygments\formatter.py,formatter.py,benign,0.008248867467045784
source\python-packages-1757595213589\source\pip\_vendor\pygments\lexer.py,lexer.py,benign,0.011012665927410126
source\python-packages-1757595213589\source\pip\_vendor\pygments\modeline.py,modeline.py,benign,0.22426220774650574
source\python-packages-1757595213589\source\pip\_vendor\pygments\plugin.py,plugin.py,benign,0.3149165213108063
source\python-packages-1757595213589\source\pip\_vendor\pygments\regexopt.py,regexopt.py,benign,0.020066043362021446
source\python-packages-1757595213589\source\pip\_vendor\pygments\scanner.py,scanner.py,benign,0.011761825531721115
source\python-packages-1757595213589\source\pip\_vendor\pygments\sphinxext.py,sphinxext.py,benign,0.014340494759380817
source\python-packages-1757595213589\source\pip\_vendor\pygments\style.py,style.py,benign,0.007660355884581804
source\python-packages-1757595213589\source\pip\_vendor\pygments\token.py,token.py,benign,0.0033860960975289345
source\python-packages-1757595213589\source\pip\_vendor\pygments\unistring.py,unistring.py,benign,0.029892301186919212
source\python-packages-1757595213589\source\pip\_vendor\pygments\util.py,util.py,benign,0.007868003100156784
source\python-packages-1757595213589\source\pip\_vendor\pygments\__init__.py,__init__.py,benign,0.009009608067572117
source\python-packages-1757595213589\source\pip\_vendor\pygments\__main__.py,__main__.py,benign,0.02525833062827587
source\python-packages-1757595213589\source\pip\_vendor\pygments\filters\__init__.py,__init__.py,benign,0.011346379294991493
source\python-packages-1757595213589\source\pip\_vendor\pygments\formatters\_mapping.py,_mapping.py,benign,0.016912810504436493
source\python-packages-1757595213589\source\pip\_vendor\pygments\formatters\__init__.py,__init__.py,benign,0.03169102221727371
source\python-packages-1757595213589\source\pip\_vendor\pygments\lexers\python.py,python.py,benign,0.011487501673400402
source\python-packages-1757595213589\source\pip\_vendor\pygments\lexers\_mapping.py,_mapping.py,benign,0.014273659326136112
source\python-packages-1757595213589\source\pip\_vendor\pygments\lexers\__init__.py,__init__.py,benign,0.008432510308921337
source\python-packages-1757595213589\source\pip\_vendor\pygments\styles\_mapping.py,_mapping.py,benign,0.007230904884636402
source\python-packages-1757595213589\source\pip\_vendor\pygments\styles\__init__.py,__init__.py,benign,0.019676202908158302
source\python-packages-1757595213589\source\pip\_vendor\pyproject_hooks\_impl.py,_impl.py,benign,0.39457380771636963
source\python-packages-1757595213589\source\pip\_vendor\pyproject_hooks\__init__.py,__init__.py,benign,0.026527030393481255
source\python-packages-1757595213589\source\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,_in_process.py,malicious,0.9287738800048828
source\python-packages-1757595213589\source\pip\_vendor\pyproject_hooks\_in_process\__init__.py,__init__.py,benign,0.031929291784763336
source\python-packages-1757595213589\source\pip\_vendor\requests\adapters.py,adapters.py,malicious,0.9155835509300232
source\python-packages-1757595213589\source\pip\_vendor\requests\api.py,api.py,benign,0.2622424364089966
source\python-packages-1757595213589\source\pip\_vendor\requests\auth.py,auth.py,benign,0.0272748451679945
source\python-packages-1757595213589\source\pip\_vendor\requests\certs.py,certs.py,benign,0.024813996627926826
source\python-packages-1757595213589\source\pip\_vendor\requests\compat.py,compat.py,benign,0.13208505511283875
source\python-packages-1757595213589\source\pip\_vendor\requests\cookies.py,cookies.py,benign,0.027168123051524162
source\python-packages-1757595213589\source\pip\_vendor\requests\exceptions.py,exceptions.py,benign,0.011175465770065784
source\python-packages-1757595213589\source\pip\_vendor\requests\help.py,help.py,malicious,0.9581203460693359
source\python-packages-1757595213589\source\pip\_vendor\requests\hooks.py,hooks.py,benign,0.08545862883329391
source\python-packages-1757595213589\source\pip\_vendor\requests\models.py,models.py,benign,0.010297170840203762
source\python-packages-1757595213589\source\pip\_vendor\requests\packages.py,packages.py,benign,0.0199041236191988
source\python-packages-1757595213589\source\pip\_vendor\requests\sessions.py,sessions.py,benign,0.012861542403697968
source\python-packages-1757595213589\source\pip\_vendor\requests\status_codes.py,status_codes.py,benign,0.01888265460729599
source\python-packages-1757595213589\source\pip\_vendor\requests\structures.py,structures.py,malicious,0.7905327081680298
source\python-packages-1757595213589\source\pip\_vendor\requests\utils.py,utils.py,benign,0.011623190715909004
source\python-packages-1757595213589\source\pip\_vendor\requests\_internal_utils.py,_internal_utils.py,benign,0.008168424479663372
source\python-packages-1757595213589\source\pip\_vendor\requests\__init__.py,__init__.py,benign,0.09088824689388275
source\python-packages-1757595213589\source\pip\_vendor\requests\__version__.py,__version__.py,malicious,0.9526610374450684
source\python-packages-1757595213589\source\pip\_vendor\resolvelib\providers.py,providers.py,benign,0.007752781733870506
source\python-packages-1757595213589\source\pip\_vendor\resolvelib\reporters.py,reporters.py,benign,0.029454780742526054
source\python-packages-1757595213589\source\pip\_vendor\resolvelib\structs.py,structs.py,benign,0.00965426117181778
source\python-packages-1757595213589\source\pip\_vendor\resolvelib\__init__.py,__init__.py,benign,0.02793927490711212
source\python-packages-1757595213589\source\pip\_vendor\resolvelib\resolvers\abstract.py,abstract.py,benign,0.018016157671809196
source\python-packages-1757595213589\source\pip\_vendor\resolvelib\resolvers\criterion.py,criterion.py,benign,0.009904056787490845
source\python-packages-1757595213589\source\pip\_vendor\resolvelib\resolvers\exceptions.py,exceptions.py,benign,0.006661578081548214
source\python-packages-1757595213589\source\pip\_vendor\resolvelib\resolvers\resolution.py,resolution.py,benign,0.038800738751888275
